"Serial","Participant","ActionType","ActionParameters","Date","Time","Group","Day","duration"
"7751","VASTOIC","GetDetail","Article 362","7/18/19",10H 42M 33S,"Group2","Day2",3
"7752","VASTOIC","GetDetail","Article 123","7/18/19",10H 42M 36S,"Group2","Day2",84
"7753","VASTOIC","EditNotes","VASTOIC_revision_88_July_18_10:44_AM.patch","7/18/19",10H 44M 0S,"Group2","Day2",148
"7754","VASTOIC","Search","refueling and departure from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 46M 28S,"Group2","Day2",4
"7755","VASTOIC","Search","refueling  from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 46M 32S,"Group2","Day2",3
"7756","VASTOIC","Search","refueling  from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 46M 35S,"Group2","Day2",71
"7757","VASTOIC","GetDetail","Article 387","7/18/19",10H 47M 46S,"Group2","Day2",1
"7758","VASTOIC","GetDetail","Article 41","7/18/19",10H 47M 47S,"Group2","Day2",133
"7759","VASTOIC","EditNotes","VASTOIC_revision_90_July_18_10:50_AM.patch","7/18/19",10H 50M 0S,"Group2","Day2",8
"7760","VASTOIC","Search"," from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 50M 8S,"Group2","Day2",16
"7761","VASTOIC","Search"," from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 50M 24S,"Group2","Day2",36
"7762","VASTOIC","EditNotes","VASTOIC_revision_91_July_18_10:51_AM.patch","7/18/19",10H 51M 0S,"Group2","Day2",141
"7763","VASTOIC","GetDetail","Email Header 1170","7/18/19",10H 53M 21S,"Group2","Day2",8
"7764","VASTOIC","Search"," from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 53M 29S,"Group2","Day2",14
"7765","VASTOIC","Search"," from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 53M 43S,"Group2","Day2",4
"7766","VASTOIC","Search","Sanjorge from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 53M 47S,"Group2","Day2",2
"7767","VASTOIC","Search","Sanjorge from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 53M 49S,"Group2","Day2",1
"7768","VASTOIC","GetDetail","Email Header 1131","7/18/19",10H 53M 50S,"Group2","Day2",1
"7769","VASTOIC","GetDetail","Email Header 1131","7/18/19",10H 53M 51S,"Group2","Day2",10
"7770","VASTOIC","GetDetail","Email Header 1101","7/18/19",10H 54M 1S,"Group2","Day2",13
"7771","VASTOIC","GetDetail","Email Header 1094","7/18/19",10H 54M 14S,"Group2","Day2",19
"7772","VASTOIC","GetDetail","Email Header 1019","7/18/19",10H 54M 33S,"Group2","Day2",4
"7773","VASTOIC","GetDetail","Email Header 1088","7/18/19",10H 54M 37S,"Group2","Day2",7
"7774","VASTOIC","GetDetail","Email Header 1071","7/18/19",10H 54M 44S,"Group2","Day2",8
"7775","VASTOIC","GetDetail","Email Header 1067","7/18/19",10H 54M 52S,"Group2","Day2",17
"7776","VASTOIC","Search","Sanjorge from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 55M 9S,"Group2","Day2",5
"7777","VASTOIC","Search"," from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 55M 14S,"Group2","Day2",1
"7778","VASTOIC","Search"," from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 55M 15S,"Group2","Day2",10
"7779","VASTOIC","GetDetail","Bio-Ingrid%20Barranco.pdf","7/18/19",10H 55M 25S,"Group2","Day2",13
"7780","VASTOIC","Search","Bio from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 55M 38S,"Group2","Day2",10
"7781","VASTOIC","Search","Bio from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 55M 48S,"Group2","Day2",31
"7782","VASTOIC","Search","Resume from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 56M 19S,"Group2","Day2",24
"7783","VASTOIC","Search","Resume from 1982-01-01 to 2014-01-23 page 0","7/18/19",10H 56M 43S,"Group2","Day2",24
"7784","VASTOIC","GetDetail","Resume-StenigFusil.pdf","7/18/19",10H 57M 7S,"Group2","Day2",293
"7785","VASTOIC","EditNotes","VASTOIC_revision_93_July_18_11:02_AM.patch","7/18/19",11H 2M 0S,"Group2","Day2",60
"7786","VASTOIC","EditNotes","VASTOIC_revision_94_July_18_11:03_AM.patch","7/18/19",11H 3M 0S,"Group2","Day2",NA
"7787","VASTOIC","Search","Resume from 2014-01-01 to 2014-01-23 page 0","7/18/19",11H 12M 30S,"Group2","Day2",102
"7788","VASTOIC","Search","Resume from 2014-01-01 to 2014-01-23 page 0","7/18/19",11H 14M 12S,"Group2","Day2",15
"7789","VASTOIC","GetDetail","Resume-StenigFusil.pdf","7/18/19",11H 14M 27S,"Group2","Day2",1
"7790","VASTOIC","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",11H 14M 28S,"Group2","Day2",1
"7791","VASTOIC","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",11H 14M 29S,"Group2","Day2",50
"7792","VASTOIC","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",11H 15M 19S,"Group2","Day2",2
"7793","VASTOIC","Search","None from 1982-01-01 to 2015-01-01 page 0","7/18/19",11H 15M 21S,"Group2","Day2",17
"7794","VASTOIC","Search","None from 2014-01-01 to 2015-01-01 page 0","7/18/19",11H 15M 38S,"Group2","Day2",19
"7795","VASTOIC","GetDetail","Article 406","7/18/19",11H 15M 57S,"Group2","Day2",37
"7796","VASTOIC","Search","None from 2014-01-01 to 2015-01-01 page 0","7/18/19",11H 16M 34S,"Group2","Day2",11
"7797","VASTOIC","Search","Vann from 2014-01-01 to 2015-01-01 page 0","7/18/19",11H 16M 45S,"Group2","Day2",2
"7798","VASTOIC","Search","Vann from 2014-01-01 to 2015-01-01 page 0","7/18/19",11H 16M 47S,"Group2","Day2",19
"7799","VASTOIC","GetDetail","Email Header 812","7/18/19",11H 17M 6S,"Group2","Day2",6
"7800","VASTOIC","GetDetail","Email Header 812","7/18/19",11H 17M 12S,"Group2","Day2",8
"7801","VASTOIC","GetDetail","Email Header 705","7/18/19",11H 17M 20S,"Group2","Day2",7
"7802","VASTOIC","GetDetail","Email Header 705","7/18/19",11H 17M 27S,"Group2","Day2",5
"7803","VASTOIC","GetDetail","Email Header 705","7/18/19",11H 17M 32S,"Group2","Day2",28
"7804","VASTOIC","EditNotes","VASTOIC_revision_96_July_18_11:18_AM.patch","7/18/19",11H 18M 0S,"Group2","Day2",12
"7805","VASTOIC","Search","Lagos from 2014-01-01 to 2015-01-01 page 0","7/18/19",11H 18M 12S,"Group2","Day2",1
"7806","VASTOIC","Search","Lagos from 2014-01-01 to 2015-01-01 page 0","7/18/19",11H 18M 13S,"Group2","Day2",32
"7807","VASTOIC","GetDetail","Employee Record 4","7/18/19",11H 18M 45S,"Group2","Day2",5
"7808","VASTOIC","GetDetail","Employee Record 45","7/18/19",11H 18M 50S,"Group2","Day2",37
"7809","VASTOIC","GetDetail","Email Header 1155","7/18/19",11H 19M 27S,"Group2","Day2",2
"7810","VASTOIC","GetDetail","Email Header 1155","7/18/19",11H 19M 29S,"Group2","Day2",9
"7811","VASTOIC","GetDetail","Email Header 1152","7/18/19",11H 19M 38S,"Group2","Day2",20
"7812","VASTOIC","GetDetail","Email Header 1146","7/18/19",11H 19M 58S,"Group2","Day2",8
"7813","VASTOIC","GetDetail","Email Header 1140","7/18/19",11H 20M 6S,"Group2","Day2",11
"7814","VASTOIC","Search","Security procedures from 2014-01-01 to 2015-01-01 page 0","7/18/19",11H 20M 17S,"Group2","Day2",3
"7815","VASTOIC","Search","Security procedures from 2014-01-01 to 2015-01-01 page 0","7/18/19",11H 20M 20S,"Group2","Day2",6
"7816","VASTOIC","GetDetail","Email Header 1152","7/18/19",11H 20M 26S,"Group2","Day2",10
"7817","VASTOIC","Search","Security procedures from 2014-01-01 to 2015-01-01 page 0","7/18/19",11H 20M 36S,"Group2","Day2",3
"7818","VASTOIC","Search","Security procedures from 2014-01-01 to 2015-01-01 page 0","7/18/19",11H 20M 39S,"Group2","Day2",11
"7819","VASTOIC","GetDetail","Email Header 398","7/18/19",11H 20M 50S,"Group2","Day2",3
"7820","VASTOIC","GetDetail","Email Header 430","7/18/19",11H 20M 53S,"Group2","Day2",4
"7821","VASTOIC","GetDetail","Email Header 431","7/18/19",11H 20M 57S,"Group2","Day2",4
"7822","VASTOIC","GetDetail","Email Header 435","7/18/19",11H 21M 1S,"Group2","Day2",3
"7823","VASTOIC","GetDetail","Email Header 438","7/18/19",11H 21M 4S,"Group2","Day2",9
"7824","VASTOIC","GetDetail","Email Header 677","7/18/19",11H 21M 13S,"Group2","Day2",29
"7825","VASTOIC","Search","Cocinaro from 2014-01-01 to 2015-01-01 page 0","7/18/19",11H 21M 42S,"Group2","Day2",2
"7826","VASTOIC","Search","Cocinaro from 2014-01-01 to 2015-01-01 page 0","7/18/19",11H 21M 44S,"Group2","Day2",14
"7827","VASTOIC","GetDetail","Employee Record 53","7/18/19",11H 21M 58S,"Group2","Day2",8
"7828","VASTOIC","Search","Cocinaro from 2014-01-01 to 2015-01-01 page 0","7/18/19",11H 22M 6S,"Group2","Day2",15
"7829","VASTOIC","Search","Security procedures from 2014-01-01 to 2015-01-01 page 0","7/18/19",11H 22M 21S,"Group2","Day2",3
"7830","VASTOIC","Search","Security procedures from 2014-01-01 to 2015-01-01 page 0","7/18/19",11H 22M 24S,"Group2","Day2",10
"7831","VASTOIC","GetDetail","Email Header 691","7/18/19",11H 22M 34S,"Group2","Day2",6
"7832","VASTOIC","GetDetail","Email Header 696","7/18/19",11H 22M 40S,"Group2","Day2",2
"7833","VASTOIC","GetDetail","Email Header 705","7/18/19",11H 22M 42S,"Group2","Day2",3
"7834","VASTOIC","GetDetail","Email Header 1077","7/18/19",11H 22M 45S,"Group2","Day2",55
"7835","VASTOIC","GetDetail","Email Header 1118","7/18/19",11H 23M 40S,"Group2","Day2",3
"7836","VASTOIC","GetDetail","Email Header 1137","7/18/19",11H 23M 43S,"Group2","Day2",3
"7837","VASTOIC","GetDetail","Email Header 1140","7/18/19",11H 23M 46S,"Group2","Day2",3
"7838","VASTOIC","GetDetail","Email Header 1152","7/18/19",11H 23M 49S,"Group2","Day2",71
"7839","VASTOIC","EditNotes","VASTOIC_revision_97_July_18_11:25_AM.patch","7/18/19",11H 25M 0S,"Group2","Day2",NA
"7840","VASTOIC","EditNotes","VASTOIC_revision_98_July_18_11:29_AM.patch","7/18/19",11H 29M 0S,"Group2","Day2",60
"7841","VASTOIC","EditNotes","VASTOIC_revision_100_July_18_11:30_AM.patch","7/18/19",11H 30M 0S,"Group2","Day2",NA
"7842","VASTOMS","Search","None from 1982-01-01 to 2015-01-01 page 0","6/19/19",9H 46M 29S,"Group1","Day1",NA
"7843","VASTOMS","GetDetail","Article 227","6/19/19",9H 49M 31S,"Group1","Day1",165
"7844","VASTOMS","Search","None from 1982-01-01 to 2015-01-01 page 0","6/19/19",9H 52M 16S,"Group1","Day1",1
"7845","VASTOMS","GetDetail","Article 59","6/19/19",9H 52M 17S,"Group1","Day1",NA
"7846","VASTOMS","Search","missing from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 3M 30S,"Group1","Day1",17
"7847","VASTOMS","Search","missing from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 3M 47S,"Group1","Day1",13
"7848","VASTOMS","EditNotes","VASTOMS_revision_1_June_19_10:04_AM.patch","6/19/19",10H 4M 0S,"Group1","Day1",17
"7849","VASTOMS","GetDetail","Article 314","6/19/19",10H 4M 17S,"Group1","Day1",11
"7850","VASTOMS","GetDetail","Article 168","6/19/19",10H 4M 28S,"Group1","Day1",28
"7851","VASTOMS","Search","missing from 1982-01-01 to 2015-01-01 page 1","6/19/19",10H 4M 56S,"Group1","Day1",4
"7852","VASTOMS","Search","missing from 1982-01-01 to 2015-01-01 page 2","6/19/19",10H 5M 0S,"Group1","Day1",2
"7853","VASTOMS","Search","missing from 1982-01-01 to 2015-01-01 page 1","6/19/19",10H 5M 2S,"Group1","Day1",4
"7854","VASTOMS","Search","missing from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 5M 6S,"Group1","Day1",10
"7855","VASTOMS","GetDetail","Article 78","6/19/19",10H 5M 16S,"Group1","Day1",11
"7856","VASTOMS","GetDetail","Article 314","6/19/19",10H 5M 27S,"Group1","Day1",3
"7857","VASTOMS","GetDetail","Article 190","6/19/19",10H 5M 30S,"Group1","Day1",6
"7858","VASTOMS","GetDetail","Article 116","6/19/19",10H 5M 36S,"Group1","Day1",10
"7859","VASTOMS","GetDetail","Article 264","6/19/19",10H 5M 46S,"Group1","Day1",14
"7860","VASTOMS","EditNotes","VASTOMS_revision_2_June_19_10:06_AM.patch","6/19/19",10H 6M 0S,"Group1","Day1",81
"7861","VASTOMS","GetDetail","Article 74","6/19/19",10H 7M 21S,"Group1","Day1",10
"7862","VASTOMS","GetDetail","Article 360","6/19/19",10H 7M 31S,"Group1","Day1",16
"7863","VASTOMS","GetDetail","Article 175","6/19/19",10H 7M 47S,"Group1","Day1",7
"7864","VASTOMS","GetDetail","Article 337","6/19/19",10H 7M 54S,"Group1","Day1",9
"7865","VASTOMS","GetDetail","Article 442","6/19/19",10H 8M 3S,"Group1","Day1",57
"7866","VASTOMS","EditNotes","VASTOMS_revision_5_June_19_10:09_AM.patch","6/19/19",10H 9M 0S,"Group1","Day1",14
"7867","VASTOMS","GetDetail","Article 3","6/19/19",10H 9M 14S,"Group1","Day1",46
"7868","VASTOMS","EditNotes","VASTOMS_revision_6_June_19_10:10_AM.patch","6/19/19",10H 10M 0S,"Group1","Day1",25
"7869","VASTOMS","GetDetail","Article 152","6/19/19",10H 10M 25S,"Group1","Day1",33
"7870","VASTOMS","GetDetail","Article 430","6/19/19",10H 10M 58S,"Group1","Day1",20
"7871","VASTOMS","GetDetail","Article 408","6/19/19",10H 11M 18S,"Group1","Day1",42
"7872","VASTOMS","EditNotes","VASTOMS_revision_7_June_19_10:12_AM.patch","6/19/19",10H 12M 0S,"Group1","Day1",216
"7873","VASTOMS","GetDetail","Article 279","6/19/19",10H 15M 36S,"Group1","Day1",24
"7874","VASTOMS","EditNotes","VASTOMS_revision_13_June_19_10:16_AM.patch","6/19/19",10H 16M 0S,"Group1","Day1",95
"7875","VASTOMS","Search","None from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 17M 35S,"Group1","Day1",3
"7876","VASTOMS","Search","employees from 1982-01-01 to 2015-01-01 page 1","6/19/19",10H 17M 38S,"Group1","Day1",6
"7877","VASTOMS","Search","employees from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 17M 44S,"Group1","Day1",12
"7878","VASTOMS","GetDetail","Article 56","6/19/19",10H 17M 56S,"Group1","Day1",4
"7879","VASTOMS","EditNotes","VASTOMS_revision_14_June_19_10:18_AM.patch","6/19/19",10H 18M 0S,"Group1","Day1",2
"7880","VASTOMS","GetDetail","Article 279","6/19/19",10H 18M 2S,"Group1","Day1",5
"7881","VASTOMS","GetDetail","Article 59","6/19/19",10H 18M 7S,"Group1","Day1",52
"7882","VASTOMS","Search","None from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 18M 59S,"Group1","Day1",31
"7883","VASTOMS","GetDetail","Article 408","6/19/19",10H 19M 30S,"Group1","Day1",23
"7884","VASTOMS","Search","None from 1982-01-01 to 2015-01-01 page 1","6/19/19",10H 19M 53S,"Group1","Day1",6
"7885","VASTOMS","GetDetail","Article 419","6/19/19",10H 19M 59S,"Group1","Day1",1
"7886","VASTOMS","EditNotes","VASTOMS_revision_17_June_19_10:20_AM.patch","6/19/19",10H 20M 0S,"Group1","Day1",195
"7887","VASTOMS","Search","None from 1982-01-01 to 2015-01-01 page 2","6/19/19",10H 23M 15S,"Group1","Day1",2
"7888","VASTOMS","Search","None from 1982-01-01 to 2015-01-01 page 1","6/19/19",10H 23M 17S,"Group1","Day1",5
"7889","VASTOMS","GetDetail","Article 63","6/19/19",10H 23M 22S,"Group1","Day1",64
"7890","VASTOMS","GetDetail","Article 446","6/19/19",10H 24M 26S,"Group1","Day1",9
"7891","VASTOMS","GetDetail","Article 256","6/19/19",10H 24M 35S,"Group1","Day1",9
"7892","VASTOMS","GetDetail","Article 81","6/19/19",10H 24M 44S,"Group1","Day1",6
"7893","VASTOMS","GetDetail","Article 105","6/19/19",10H 24M 50S,"Group1","Day1",10
"7894","VASTOMS","EditNotes","VASTOMS_revision_22_June_19_10:25_AM.patch","6/19/19",10H 25M 0S,"Group1","Day1",35
"7895","VASTOMS","GetDetail","Article 86","6/19/19",10H 25M 35S,"Group1","Day1",25
"7896","VASTOMS","GetDetail","Article 3","6/19/19",10H 26M 0S,"Group1","Day1",10
"7897","VASTOMS","GetDetail","Article 423","6/19/19",10H 26M 10S,"Group1","Day1",24
"7898","VASTOMS","Search","None from 1982-01-01 to 2015-01-01 page 2","6/19/19",10H 26M 34S,"Group1","Day1",9
"7899","VASTOMS","GetDetail","Article 267","6/19/19",10H 26M 43S,"Group1","Day1",77
"7900","VASTOMS","EditNotes","VASTOMS_revision_23_June_19_10:28_AM.patch","6/19/19",10H 28M 0S,"Group1","Day1",23
"7901","VASTOMS","GetDetail","Article 442","6/19/19",10H 28M 23S,"Group1","Day1",5
"7902","VASTOMS","GetDetail","Article 15","6/19/19",10H 28M 28S,"Group1","Day1",5
"7903","VASTOMS","GetDetail","Article 358","6/19/19",10H 28M 33S,"Group1","Day1",28
"7904","VASTOMS","GetDetail","Article 15","6/19/19",10H 29M 1S,"Group1","Day1",2
"7905","VASTOMS","GetDetail","Article 442","6/19/19",10H 29M 3S,"Group1","Day1",9
"7906","VASTOMS","GetDetail","Article 358","6/19/19",10H 29M 12S,"Group1","Day1",15
"7907","VASTOMS","GetDetail","Article 358","6/19/19",10H 29M 27S,"Group1","Day1",7
"7908","VASTOMS","GetDetail","Article 250","6/19/19",10H 29M 34S,"Group1","Day1",8
"7909","VASTOMS","Search","None from 1982-01-01 to 2015-01-01 page 3","6/19/19",10H 29M 42S,"Group1","Day1",13
"7910","VASTOMS","GetDetail","Article 220","6/19/19",10H 29M 55S,"Group1","Day1",2
"7911","VASTOMS","GetDetail","Article 302","6/19/19",10H 29M 57S,"Group1","Day1",33
"7912","VASTOMS","GetDetail","Article 302","6/19/19",10H 30M 30S,"Group1","Day1",20
"7913","VASTOMS","Search","Vann from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 30M 50S,"Group1","Day1",4
"7914","VASTOMS","Search","Vann from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 30M 54S,"Group1","Day1",2
"7915","VASTOMS","GetDetail","Article 265","6/19/19",10H 30M 56S,"Group1","Day1",38
"7916","VASTOMS","GetDetail","Article 446","6/19/19",10H 31M 34S,"Group1","Day1",16
"7917","VASTOMS","GetDetail","Article 253","6/19/19",10H 31M 50S,"Group1","Day1",16
"7918","VASTOMS","Search","Vann from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 32M 6S,"Group1","Day1",4
"7919","VASTOMS","GetDetail","Employee Record 49","6/19/19",10H 32M 10S,"Group1","Day1",6
"7920","VASTOMS","GetDetail","Employee Record 50","6/19/19",10H 32M 16S,"Group1","Day1",4
"7921","VASTOMS","GetDetail","Employee Record 49","6/19/19",10H 32M 20S,"Group1","Day1",5
"7922","VASTOMS","GetDetail","Employee Record 49","6/19/19",10H 32M 25S,"Group1","Day1",21
"7923","VASTOMS","Search","Isia Vann from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 32M 46S,"Group1","Day1",2
"7924","VASTOMS","Search","Isia Vann from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 32M 48S,"Group1","Day1",8
"7925","VASTOMS","Search","Vann from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 32M 56S,"Group1","Day1",5
"7926","VASTOMS","Search","Vann from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 33M 1S,"Group1","Day1",18
"7927","VASTOMS","GetDetail","Resume-IsiaVann.pdf","6/19/19",10H 33M 19S,"Group1","Day1",23
"7928","VASTOMS","Search","Vann from 1982-01-01 to 2015-01-01 page 1","6/19/19",10H 33M 42S,"Group1","Day1",2
"7929","VASTOMS","Search","Vann from 1982-01-01 to 2015-01-01 page 2","6/19/19",10H 33M 44S,"Group1","Day1",6
"7930","VASTOMS","GetDetail","Article 424","6/19/19",10H 33M 50S,"Group1","Day1",10
"7931","VASTOMS","EditNotes","VASTOMS_revision_24_June_19_10:34_AM.patch","6/19/19",10H 34M 0S,"Group1","Day1",88
"7932","VASTOMS","Search","Juliana Vann from 1982-01-01 to 2015-01-01 page 1","6/19/19",10H 35M 28S,"Group1","Day1",170
"7933","VASTOMS","Search","Juliana Vann from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 38M 18S,"Group1","Day1",102
"7934","VASTOMS","EditNotes","VASTOMS_revision_26_June_19_10:40_AM.patch","6/19/19",10H 40M 0S,"Group1","Day1",82
"7935","VASTOMS","GetDetail","Article 251","6/19/19",10H 41M 22S,"Group1","Day1",100
"7936","VASTOMS","GetDetail","Article 222","6/19/19",10H 43M 2S,"Group1","Day1",38
"7937","VASTOMS","GetDetail","Article 436","6/19/19",10H 43M 40S,"Group1","Day1",32
"7938","VASTOMS","GetDetail","Article 111","6/19/19",10H 44M 12S,"Group1","Day1",14
"7939","VASTOMS","GetDetail","Article 111","6/19/19",10H 44M 26S,"Group1","Day1",4
"7940","VASTOMS","GetDetail","Article 111","6/19/19",10H 44M 30S,"Group1","Day1",3
"7941","VASTOMS","GetDetail","Article 457","6/19/19",10H 44M 33S,"Group1","Day1",27
"7942","VASTOMS","EditNotes","VASTOMS_revision_28_June_19_10:45_AM.patch","6/19/19",10H 45M 0S,"Group1","Day1",19
"7943","VASTOMS","GetDetail","Article 308","6/19/19",10H 45M 19S,"Group1","Day1",47
"7944","VASTOMS","Search","Mestache Vardshvna from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 46M 6S,"Group1","Day1",3
"7945","VASTOMS","Search","Mestache Vardshvna from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 46M 9S,"Group1","Day1",9
"7946","VASTOMS","Search","Vardshvna from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 46M 18S,"Group1","Day1",2
"7947","VASTOMS","Search","Vardshvna from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 46M 20S,"Group1","Day1",57
"7948","VASTOMS","GetDetail","Article 265","6/19/19",10H 47M 17S,"Group1","Day1",27
"7949","VASTOMS","GetDetail","Article 265","6/19/19",10H 47M 44S,"Group1","Day1",16
"7950","VASTOMS","EditNotes","VASTOMS_revision_29_June_19_10:48_AM.patch","6/19/19",10H 48M 0S,"Group1","Day1",1
"7951","VASTOMS","GetDetail","Article 308","6/19/19",10H 48M 1S,"Group1","Day1",18
"7952","VASTOMS","GetDetail","Article 143","6/19/19",10H 48M 19S,"Group1","Day1",101
"7953","VASTOMS","EditNotes","VASTOMS_revision_30_June_19_10:50_AM.patch","6/19/19",10H 50M 0S,"Group1","Day1",210
"7954","VASTOMS","GetDetail","Article 320","6/19/19",10H 53M 30S,"Group1","Day1",20
"7955","VASTOMS","GetDetail","Article 40","6/19/19",10H 53M 50S,"Group1","Day1",10
"7956","VASTOMS","EditNotes","VASTOMS_revision_34_June_19_10:54_AM.patch","6/19/19",10H 54M 0S,"Group1","Day1",100
"7957","VASTOMS","GetDetail","Article 421","6/19/19",10H 55M 40S,"Group1","Day1",23
"7958","VASTOMS","GetDetail","Article 402","6/19/19",10H 56M 3S,"Group1","Day1",19
"7959","VASTOMS","GetDetail","Article 452","6/19/19",10H 56M 22S,"Group1","Day1",46
"7960","VASTOMS","Search","Henk Bodrogi from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 57M 8S,"Group1","Day1",6
"7961","VASTOMS","Search","Henk Bodrogi from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 57M 14S,"Group1","Day1",34
"7962","VASTOMS","GetDetail","Article 275","6/19/19",10H 57M 48S,"Group1","Day1",12
"7963","VASTOMS","EditNotes","VASTOMS_revision_35_June_19_10:58_AM.patch","6/19/19",10H 58M 0S,"Group1","Day1",80
"7964","VASTOMS","Search","Jon from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 59M 20S,"Group1","Day1",2
"7965","VASTOMS","Search","Jon from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 59M 22S,"Group1","Day1",8
"7966","VASTOMS","Search","jon from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 59M 30S,"Group1","Day1",2
"7967","VASTOMS","Search","jon from 1982-01-01 to 2015-01-01 page 0","6/19/19",10H 59M 32S,"Group1","Day1",8
